                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                  1.189,                 1.7598,                 1.1283,                  1.208,                0.50089,                0.58589,                0.53422,                0.32301,                0.50784,                0.57437,                0.52385,                0.31198,                 1.3759,                 1.7273,                 1.2873,                 1.3352,              0.0012026,              0.0012026,              0.0012026
                     18,                 1.1779,                 1.7339,                 1.1279,                 1.2055,                0.53642,                0.58266,                0.56022,                0.32818,                0.53469,                0.57149,                0.54448,                0.31849,                 1.3553,                 1.8081,                 1.2508,                 1.3341,              0.0011885,              0.0011885,              0.0011885
                     19,                 1.1579,                 1.6891,                 1.0767,                 1.1897,                0.52032,                0.58705,                0.55995,                0.33348,                0.53054,                0.57151,                0.55183,                 0.3234,                  1.343,                  1.756,                 1.2176,                 1.3196,              0.0011744,              0.0011744,              0.0011744
                     20,                 1.1449,                 1.6916,                 1.0761,                 1.1835,                0.59109,                0.57098,                0.58748,                0.36156,                0.57543,                0.55883,                0.56745,                0.34578,                 1.2968,                 1.6987,                 1.2344,                 1.2896,              0.0011602,              0.0011602,              0.0011602
                     21,                 1.1409,                 1.6901,                 1.0612,                 1.1793,                0.54899,                0.57706,                0.56474,                0.34808,                0.57133,                0.56458,                  0.559,                0.33814,                 1.3254,                 1.6729,                  1.202,                 1.3055,              0.0011461,              0.0011461,              0.0011461
                     22,                 1.1547,                 1.7017,                  1.047,                 1.1781,                0.51577,                0.63166,                0.57129,                 0.3507,                0.53912,                0.57765,                0.56455,                 0.3402,                 1.3206,                 1.6837,                 1.1965,                 1.3055,              0.0011319,              0.0011319,              0.0011319
                     23,                 1.1377,                 1.6767,                   1.05,                 1.1721,                0.55712,                0.58392,                0.55734,                0.34362,                0.54102,                0.55968,                0.53162,                 0.3221,                 1.3277,                 1.7842,                 1.2173,                 1.3176,              0.0011178,              0.0011178,              0.0011178
                     24,                 1.1193,                  1.653,                   1.01,                 1.1659,                0.56516,                 0.5681,                0.55584,                0.33927,                0.56615,                 0.5608,                0.54262,                0.32483,                 1.3356,                  1.827,                 1.2307,                  1.316,              0.0011036,              0.0011036,              0.0011036
                     25,                 1.1239,                 1.6521,                 1.0149,                 1.1684,                0.54398,                0.58557,                0.56536,                0.34519,                0.56804,                0.56881,                0.55888,                0.32837,                 1.3404,                 1.7129,                  1.215,                 1.3241,              0.0010895,              0.0010895,              0.0010895
                     26,                 1.1189,                 1.6373,                      1,                  1.162,                0.52888,                 0.5828,                0.57076,                0.35438,                0.59316,                0.51105,                 0.5579,                0.33109,                 1.2951,                  1.715,                  1.197,                 1.3176,              0.0010753,              0.0010753,              0.0010753
                     27,                   1.11,                 1.6283,                0.97857,                 1.1626,                0.58423,                0.60817,                0.60223,                0.37822,                0.57448,                0.60056,                0.58504,                0.34732,                 1.2913,                 1.7284,                 1.1528,                 1.2979,              0.0010612,              0.0010612,              0.0010612
                     28,                 1.0954,                 1.5963,                0.97838,                  1.157,                0.56758,                0.57577,                0.58745,                0.36493,                0.56139,                0.57735,                0.57784,                0.34731,                 1.3284,                 1.7003,                 1.1763,                 1.3226,               0.001047,               0.001047,               0.001047
                     29,                 1.0894,                 1.6169,                 0.9462,                 1.1391,                0.58273,                0.59757,                0.58027,                0.36164,                0.57822,                0.58883,                0.57019,                0.34646,                 1.3066,                 1.7102,                 1.1556,                 1.3046,              0.0010329,              0.0010329,              0.0010329
                     30,                 1.0761,                 1.5977,                0.93526,                 1.1336,                  0.591,                0.58115,                0.58483,                0.35774,                0.57554,                0.56873,                0.57081,                0.33936,                 1.3402,                 1.7034,                 1.1785,                 1.3232,              0.0010187,              0.0010187,              0.0010187
                     31,                 1.0776,                 1.5795,                0.94008,                 1.1306,                0.56534,                 0.6013,                0.58746,                0.35873,                0.58387,                0.59506,                0.58539,                0.34581,                 1.3224,                  1.704,                 1.1645,                 1.3324,              0.0010046,              0.0010046,              0.0010046
                     32,                 1.0735,                 1.5915,                0.94591,                 1.1363,                0.53952,                0.62645,                0.58455,                0.36352,                  0.546,                0.61197,                0.57739,                0.33904,                 1.3095,                 1.7416,                 1.1848,                 1.2958,             0.00099044,             0.00099044,             0.00099044
                     33,                 1.0567,                 1.5449,                0.91148,                 1.1265,                0.60803,                0.61397,                 0.5991,                0.37263,                 0.6135,                0.60636,                0.58712,                0.34907,                 1.3076,                 1.7902,                 1.1499,                 1.3351,             0.00097629,             0.00097629,             0.00097629
                     34,                 1.0537,                 1.5762,                0.90124,                 1.1211,                0.58885,                0.59198,                0.60371,                0.37039,                0.59395,                0.57304,                0.58852,                0.35132,                  1.299,                 1.7578,                 1.1349,                 1.3228,             0.00096215,             0.00096215,             0.00096215
                     35,                 1.0461,                 1.5502,                 0.8924,                 1.1186,                0.60175,                0.59988,                 0.6102,                0.38039,                0.59634,                0.57578,                0.58935,                0.35083,                 1.2977,                 1.7802,                 1.1517,                 1.3083,               0.000948,               0.000948,               0.000948
                     36,                 1.0479,                 1.5538,                0.87747,                  1.114,                0.62838,                0.56119,                0.59245,                0.37117,                0.62575,                0.55026,                0.57626,                0.34905,                 1.3198,                 1.7831,                 1.1433,                 1.3223,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.0413,                 1.5461,                0.87761,                 1.1186,                 0.5586,                0.59876,                0.58497,                0.36099,                 0.5341,                0.57841,                0.55896,                0.33317,                  1.301,                 1.7727,                 1.1853,                 1.3196,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.0388,                 1.5312,                0.86166,                 1.1119,                0.55043,                0.62091,                0.59246,                0.36941,                0.54329,                0.61453,                0.58329,                0.34947,                  1.294,                 1.7422,                 1.1885,                 1.3068,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.0412,                 1.5255,                0.86231,                 1.1029,                0.51416,                0.63416,                0.57012,                0.35385,                0.50594,                0.62773,                 0.5625,                0.33267,                 1.3008,                 1.7917,                 1.1897,                 1.3204,             0.00089141,             0.00089141,             0.00089141
                     40,                 1.0343,                 1.5297,                0.85084,                 1.1055,                0.59125,                0.57751,                0.58774,                0.37127,                0.61113,                0.56909,                0.57864,                 0.3499,                 1.2982,                 1.7469,                 1.1624,                  1.288,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.0267,                 1.5146,                0.85192,                 1.1036,                0.53629,                0.61884,                0.60487,                0.38151,                0.60095,                0.56232,                0.59485,                0.35526,                 1.3002,                  1.752,                 1.1421,                 1.3151,             0.00086312,             0.00086312,             0.00086312
                     42,                  1.018,                 1.4966,                0.83332,                    1.1,                0.54404,                 0.6356,                0.59724,                0.37439,                0.53666,                0.60862,                0.57306,                0.34924,                 1.2938,                 1.7964,                 1.1644,                 1.3038,             0.00084897,             0.00084897,             0.00084897
                     43,                 1.0301,                 1.5202,                0.85346,                 1.1037,                0.56244,                0.62657,                0.59758,                0.37971,                0.57012,                0.62253,                0.59657,                0.36081,                 1.3007,                 1.7691,                 1.1584,                 1.3203,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.0095,                 1.5086,                0.81792,                 1.0958,                0.63137,                0.58862,                0.60368,                0.37409,                0.62533,                0.57894,                0.59578,                0.35358,                 1.3098,                  1.773,                 1.1354,                 1.3005,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.0084,                 1.5021,                0.81429,                 1.0928,                 0.5991,                0.59794,                0.60202,                 0.3742,                0.59682,                 0.5874,                0.59239,                  0.349,                 1.3188,                 1.8012,                 1.1398,                 1.3283,             0.00080653,             0.00080653,             0.00080653
                     46,                 1.0072,                 1.4968,                0.81275,                 1.0925,                0.58261,                0.65299,                0.61735,                0.38063,                0.66119,                0.57153,                0.60965,                0.35464,                 1.3213,                 1.7623,                 1.1763,                 1.3333,             0.00079238,             0.00079238,             0.00079238
                     47,                 1.0015,                 1.4953,                0.81083,                 1.0817,                0.58306,                0.63868,                0.61159,                0.38012,                0.58296,                0.62882,                0.60573,                0.35444,                 1.3075,                 1.8158,                 1.1544,                 1.3319,             0.00077823,             0.00077823,             0.00077823
                     48,                0.99029,                 1.4856,                0.79249,                 1.0876,                0.55996,                0.63983,                0.61177,                0.37966,                0.54917,                0.60317,                0.58655,                0.35012,                 1.3146,                 1.7893,                 1.1165,                 1.3315,             0.00076409,             0.00076409,             0.00076409
                     49,                0.98413,                 1.4696,                0.78507,                 1.0719,                0.58762,                0.61861,                0.60577,                0.37624,                0.64022,                0.58423,                0.60782,                0.35553,                  1.297,                 1.8476,                 1.1262,                 1.3247,             0.00074994,             0.00074994,             0.00074994
                     50,                0.97525,                 1.4448,                 0.7788,                 1.0711,                0.57567,                0.61311,                0.58716,                0.36928,                0.56581,                0.60581,                0.57541,                0.34588,                 1.3032,                 1.8503,                 1.1416,                 1.3237,             0.00073579,             0.00073579,             0.00073579
                     51,                0.97417,                 1.4593,                0.78603,                  1.074,                0.56569,                0.60949,                0.59755,                0.37618,                0.60894,                  0.573,                0.59068,                0.35088,                 1.2905,                 1.7913,                 1.1538,                  1.319,             0.00072164,             0.00072164,             0.00072164
                     52,                0.98643,                 1.4597,                0.76815,                 1.0687,                0.54366,                0.65607,                0.60163,                0.37417,                0.57385,                0.58579,                0.58313,                0.34121,                  1.293,                 1.8976,                 1.1618,                 1.3319,              0.0007075,              0.0007075,              0.0007075
                     53,                0.97491,                 1.4421,                0.76907,                 1.0751,                0.57244,                0.63419,                0.60201,                0.37228,                0.57864,                0.58408,                0.58863,                0.34631,                 1.3077,                 1.8046,                 1.1858,                 1.3391,             0.00069335,             0.00069335,             0.00069335
                     54,                0.96337,                 1.4331,                0.74417,                 1.0618,                0.55119,                0.65585,                0.59519,                0.38138,                0.54111,                0.63851,                0.58342,                 0.3534,                 1.2798,                  1.778,                 1.1846,                 1.3209,              0.0006792,              0.0006792,              0.0006792
                     55,                0.96438,                   1.43,                0.74938,                 1.0649,                0.63676,                  0.582,                0.60006,                0.38213,                 0.5924,                0.59624,                0.58951,                0.35698,                 1.2926,                 1.8463,                 1.1752,                  1.326,             0.00066506,             0.00066506,             0.00066506
                     56,                0.96147,                 1.4396,                0.75208,                 1.0614,                0.62385,                0.56709,                0.58763,                 0.3718,                0.61036,                 0.5587,                0.57676,                 0.3471,                 1.3197,                 1.8082,                 1.1972,                  1.329,             0.00065091,             0.00065091,             0.00065091
                     57,                0.94567,                 1.4346,                0.73764,                 1.0536,                0.63476,                0.56995,                0.58611,                0.37186,                 0.6515,                0.55629,                0.57516,                0.34807,                 1.3079,                 1.8042,                 1.1905,                 1.3309,             0.00063676,             0.00063676,             0.00063676
                     58,                0.94479,                 1.4042,                0.72864,                 1.0542,                0.57351,                0.61434,                0.59555,                0.37694,                0.59558,                0.59105,                0.59235,                0.35464,                 1.3254,                 1.8302,                 1.1724,                 1.3446,             0.00062262,             0.00062262,             0.00062262
                     59,                0.94233,                 1.4023,                0.72503,                 1.0508,                0.61669,                0.59822,                0.60198,                0.38326,                0.62304,                0.59253,                0.59651,                0.35513,                 1.3026,                 1.8249,                 1.1625,                 1.3351,             0.00060847,             0.00060847,             0.00060847
                     60,                0.94827,                 1.4236,                0.72769,                 1.0496,                0.62478,                0.57641,                0.58855,                0.37494,                0.61744,                0.56578,                0.57518,                0.34752,                 1.3014,                 1.8249,                 1.1834,                 1.3431,             0.00059432,             0.00059432,             0.00059432
                     61,                0.94171,                 1.4155,                0.70774,                 1.0486,                0.61649,                0.60248,                0.59893,                0.37627,                0.63319,                 0.5724,                0.57893,                0.35408,                 1.3171,                 1.8404,                  1.185,                 1.3434,             0.00058017,             0.00058017,             0.00058017
                     62,                0.93841,                 1.3885,                0.71343,                 1.0484,                 0.6252,                0.58981,                0.58559,                0.36753,                0.60318,                0.56928,                  0.565,                0.34282,                 1.2873,                 1.8007,                 1.1632,                 1.3311,             0.00056603,             0.00056603,             0.00056603
                     63,                0.92647,                 1.3792,                0.70849,                 1.0449,                0.63345,                0.60243,                0.59921,                0.37906,                0.62536,                0.58417,                 0.5918,                0.35341,                 1.3059,                 1.8228,                 1.1723,                 1.3321,             0.00055188,             0.00055188,             0.00055188
                     64,                 0.9267,                 1.4016,                0.70359,                 1.0414,                0.59124,                0.63605,                0.59934,                0.38132,                0.58586,                0.62556,                0.59086,                0.35425,                 1.2988,                 1.8266,                  1.146,                  1.332,             0.00053773,             0.00053773,             0.00053773
                     65,                0.93408,                 1.3992,                0.70136,                 1.0462,                0.58841,                0.63946,                0.59854,                0.38444,                0.56827,                0.61996,                0.58194,                0.35767,                 1.3049,                 1.8528,                 1.1416,                 1.3346,             0.00052359,             0.00052359,             0.00052359
                     66,                0.91929,                 1.3816,                0.69889,                 1.0369,                 0.6013,                0.66207,                0.60569,                0.38314,                0.57926,                0.63923,                 0.5807,                0.35058,                 1.3039,                   1.91,                  1.169,                 1.3398,             0.00050944,             0.00050944,             0.00050944
                     67,                0.91391,                 1.3819,                0.69039,                 1.0402,                0.58523,                0.65288,                0.60743,                0.38792,                0.57565,                0.64364,                0.59483,                0.35943,                 1.2982,                  1.867,                 1.1804,                 1.3369,             0.00049529,             0.00049529,             0.00049529
                     68,                0.91114,                   1.37,                0.67549,                 1.0336,                0.59126,                0.65245,                0.61041,                0.39355,                0.60301,                0.61088,                0.59929,                0.36359,                 1.2884,                  1.841,                 1.1495,                 1.3216,             0.00048114,             0.00048114,             0.00048114
                     69,                0.91615,                 1.3824,                0.68167,                 1.0342,                0.59061,                0.63079,                0.61663,                0.38928,                0.64993,                0.55864,                0.59483,                  0.359,                 1.2831,                 1.8612,                 1.1538,                 1.3304,               0.000467,               0.000467,               0.000467
                     70,                0.90965,                 1.3705,                0.68598,                 1.0303,                0.66977,                0.57415,                0.61482,                0.39241,                0.66632,                0.56908,                0.60401,                0.36651,                 1.2821,                 1.8703,                 1.1388,                 1.3284,             0.00045285,             0.00045285,             0.00045285
                     71,                0.90084,                 1.3632,                 0.6657,                  1.029,                0.58278,                0.64067,                0.60746,                0.38522,                0.61339,                0.57546,                0.58734,                0.35634,                 1.2894,                 1.8741,                 1.1545,                 1.3374,              0.0004387,              0.0004387,              0.0004387
                     72,                0.89277,                 1.3644,                0.67112,                 1.0249,                0.57954,                0.64125,                0.59383,                0.38129,                0.62556,                0.56667,                0.58425,                0.35019,                 1.2981,                 1.8259,                 1.1819,                 1.3507,             0.00042456,             0.00042456,             0.00042456
                     73,                0.89482,                  1.341,                0.65957,                 1.0211,                0.59843,                 0.6369,                0.61251,                0.38945,                0.59983,                0.61943,                0.61084,                0.36559,                 1.3051,                  1.855,                 1.1835,                 1.3567,             0.00041041,             0.00041041,             0.00041041
                     74,                0.89215,                 1.3586,                0.66305,                 1.0238,                0.60441,                0.62336,                0.60732,                0.38484,                0.60913,                0.59287,                0.60342,                0.36108,                 1.3042,                 1.8701,                 1.1704,                 1.3541,             0.00039626,             0.00039626,             0.00039626
                     75,                0.88646,                  1.347,                 0.6611,                 1.0231,                0.61342,                0.61895,                0.61039,                0.38758,                0.61157,                0.59105,                0.59613,                0.35963,                 1.3116,                 1.8521,                 1.1903,                 1.3575,             0.00038211,             0.00038211,             0.00038211
                     76,                0.88318,                 1.3313,                0.65065,                 1.0212,                 0.6044,                0.61314,                0.59791,                0.37999,                0.61536,                0.59607,                0.59095,                0.35652,                 1.3186,                 1.8864,                 1.1929,                 1.3691,             0.00036797,             0.00036797,             0.00036797
                     77,                0.88504,                 1.3378,                0.64594,                 1.0173,                0.56859,                0.62658,                0.60542,                0.38027,                0.65882,                0.53123,                0.59228,                0.36051,                 1.3085,                 1.8944,                 1.2009,                 1.3611,             0.00035382,             0.00035382,             0.00035382
                     78,                0.87272,                 1.3255,                0.63892,                 1.0152,                0.61503,                0.62434,                0.60776,                0.38058,                0.59525,                 0.6078,                0.59491,                0.35804,                 1.3079,                 1.8821,                 1.1998,                 1.3681,             0.00033967,             0.00033967,             0.00033967
                     79,                0.87659,                 1.3132,                0.64634,                 1.0144,                0.63109,                0.61119,                0.61556,                0.38629,                0.64179,                0.58076,                0.60586,                0.36184,                    1.3,                 1.9096,                 1.1738,                 1.3522,             0.00032553,             0.00032553,             0.00032553
                     80,                 0.8797,                 1.3424,                0.64633,                 1.0139,                0.60149,                 0.6302,                0.60724,                0.38251,                0.62187,                0.59552,                0.59734,                0.35837,                 1.2948,                 1.9135,                 1.1807,                 1.3402,             0.00031138,             0.00031138,             0.00031138
                     81,                0.86117,                 1.3245,                0.63503,                 1.0114,                0.61791,                0.62435,                0.60254,                0.38073,                 0.5947,                0.62023,                0.59041,                0.35778,                 1.3132,                 1.9207,                 1.2057,                 1.3651,             0.00029723,             0.00029723,             0.00029723
                     82,                0.86183,                 1.3161,                0.62663,                 1.0077,                0.59164,                0.63332,                0.60733,                0.38384,                0.61481,                0.58538,                0.59162,                0.36044,                 1.2991,                 1.9145,                 1.1704,                 1.3548,             0.00028308,             0.00028308,             0.00028308
                     83,                0.86662,                 1.3044,                0.62434,                 1.0093,                 0.5927,                 0.6233,                0.60631,                0.38652,                0.57968,                0.61299,                 0.5939,                0.35982,                 1.2977,                 1.9442,                 1.1873,                 1.3525,             0.00026894,             0.00026894,             0.00026894
                     84,                0.85718,                 1.3007,                0.62134,                 1.0067,                0.63404,                0.61118,                0.61604,                0.38812,                0.60494,                0.58885,                0.59094,                0.35875,                 1.3021,                 1.9295,                 1.1868,                 1.3587,             0.00025479,             0.00025479,             0.00025479
                     85,                0.86542,                 1.3084,                0.61767,                 1.0071,                0.63898,                0.61226,                0.60808,                0.38695,                0.63479,                0.61095,                0.60406,                0.36326,                 1.3065,                 1.9596,                 1.1834,                 1.3571,             0.00024064,             0.00024064,             0.00024064
                     86,                0.85371,                 1.2936,                0.61283,                 1.0035,                0.62906,                0.59776,                 0.6025,                0.38401,                0.61905,                0.58688,                0.59025,                0.35725,                 1.3098,                 1.9645,                 1.1928,                 1.3641,              0.0002265,              0.0002265,              0.0002265
                     87,                0.84938,                 1.2913,                0.60769,                 1.0006,                0.61166,                0.62587,                0.60267,                0.38324,                0.62263,                0.60119,                0.59679,                0.35838,                 1.3116,                 1.9556,                 1.1883,                 1.3762,             0.00021235,             0.00021235,             0.00021235
                     88,                0.85609,                 1.3096,                0.61064,                 1.0033,                0.62862,                  0.623,                 0.6091,                0.38524,                0.62201,                0.60332,                0.59881,                0.36457,                 1.3156,                 1.9512,                 1.1778,                  1.374,              0.0001982,              0.0001982,              0.0001982
                     89,                0.84392,                 1.2891,                0.60686,                0.99838,                0.61324,                 0.6272,                0.60587,                0.38687,                0.59956,                0.61743,                0.60093,                 0.3641,                  1.311,                 1.9671,                 1.1767,                  1.379,             0.00018406,             0.00018406,             0.00018406
                     90,                0.85442,                 1.2915,                0.60625,                0.99808,                0.58741,                0.63518,                0.60287,                0.38393,                0.58468,                0.63318,                0.60343,                0.35966,                 1.3085,                 1.9776,                 1.1859,                 1.3784,             0.00016991,             0.00016991,             0.00016991
                     91,                0.83398,                 1.2792,                 0.5928,                0.99699,                0.64192,                0.58714,                 0.6057,                0.38301,                0.63499,                0.58226,                0.59863,                 0.3581,                 1.3206,                 1.9898,                 1.1956,                 1.3845,             0.00015576,             0.00015576,             0.00015576
                     92,                0.84058,                 1.2839,                0.59712,                0.99258,                 0.5971,                0.63122,                0.60244,                  0.385,                0.58475,                0.62064,                0.59666,                 0.3623,                 1.3154,                 2.0006,                  1.188,                 1.3827,             0.00014161,             0.00014161,             0.00014161
                     93,                0.83187,                 1.2795,                0.59443,                0.99421,                0.59458,                0.61324,                0.59578,                0.38231,                0.60321,                0.59546,                0.59158,                0.35912,                 1.3094,                 1.9948,                 1.2113,                 1.3768,             0.00012747,             0.00012747,             0.00012747
                     94,                0.84032,                 1.2737,                0.59183,                0.99195,                0.59656,                0.62911,                0.60034,                0.38319,                0.57604,                0.62472,                0.59212,                0.36024,                 1.3128,                 1.9834,                 1.2006,                 1.3792,             0.00011332,             0.00011332,             0.00011332
                     95,                0.82956,                 1.2715,                0.59107,                0.98932,                0.58923,                0.64239,                0.59889,                0.38321,                0.58362,                0.63674,                0.59417,                 0.3559,                  1.302,                 1.9883,                 1.2065,                 1.3696,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.83016,                 1.2675,                0.58889,                0.99007,                0.60194,                0.61937,                0.60028,                0.38173,                0.61408,                0.59008,                0.58828,                0.35646,                 1.3078,                 2.0033,                 1.2123,                 1.3752,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.82449,                 1.2616,                0.58607,                0.99069,                0.62293,                0.61214,                0.60174,                0.38302,                0.60971,                0.58582,                0.58843,                0.35616,                 1.3132,                 1.9967,                 1.1996,                 1.3822,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.82266,                 1.2506,                0.58315,                0.98641,                0.59368,                0.62914,                0.61159,                0.38494,                0.62611,                0.57869,                0.59257,                0.35891,                 1.3188,                 2.0051,                 1.2054,                 1.3896,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.83108,                 1.2722,                 0.5828,                0.98766,                0.63867,                0.60989,                0.61474,                0.38677,                0.63496,                0.58333,                0.59928,                0.36179,                 1.3099,                 2.0001,                 1.1997,                 1.3843,             4.2584e-05,             4.2584e-05,             4.2584e-05
